survey_name,year,item_name,item_text,response_categories_cleaned
ALSPAC,1990,Q193,"Is rather solitary, tends to play alone","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q194,"Is generally obedient, usually does what adults request","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q195,"Has many worries, often seems worried","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q196,"Is helpful if someone is hurt, upset or feeling ill","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q197,Constantly fidgets or squirms,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q198,Has at least one good friend,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q199,Often fights with other children or bullies them,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q200,"Is often unhappy, down-hearted or tearful","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q201,Is generally liked by other children,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q202,"Is nervous or clingy in new situations, easily loses confidence","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q203,Is kind to younger children,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q204,Is picked on or bullied by other children,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q205,"Often volunteers to help others (parents, teachers, other children)","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q206,Thinks things out before acting,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q207,Gets on better with adults than with other children,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q208,"Has many fears, is easily scared","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q209,"Sees tasks through to the end, good attention span","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q210,Do you have any other comments or concerns?,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q211,"IS 1. . Overall, to summarise, do you think that this child has difficulties in one or more of the following areas: emotions, concentration, behaviour or being able to get on with other people?","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q212,"If IS 1 = yes,","Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q213,IS2. How long have these difficulties been present?,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q214,IS3. Do the difficulties upset or distress the child?,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q215,Do the difficulties interfere with the child’s everyday life in the following areas?,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q216,IS4. Peer relationships,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q217,IS5. Classroom learning,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q218,IS6. Do the difficulties put a burden on you or the class as a whole?,"Q1-21 / Not true / Somewhat true / Certainly true / Free response, text / Impact Supplement 1 / No / Yes, minor difficulties / Yes, definite difficulties / Yes, severe difficulties / Impact Supplement 2 / Less than 1 month / 1-5 months / 6-12 months / Over a year / Don't know / Impact Supplement 3-6 / Not at all / Only a little / Quite a lot / A great deal"
ALSPAC,1990,Q219,Have you felt as though you might faint?,Very often / Often / Not very often / Never
ALSPAC,1990,Q220,Do you wake unusually early in the morning,Very often / Often / Not very often / Never
ALSPAC,1990,Q221,Do you feel strung-up inside?,Very often / Often / Not very often / Never
ALSPAC,1990,Q222,Do you have bad dreams which upset you when you wake up?,Very often / Often / Not very often / Never
ALSPAC,1990,Q223,"I feel that I'm a person of worth, at least on an equal plane with others",Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q224,I feel that I have a number of good qualities,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q225,I am able to do things as well as most other people,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q226,I feel that I do not have much to be proud of,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q227,I take a positive attitude towards myself,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q228,Sometimes I think I am no good at all,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q229,I am a useful person to have around,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q230,I feel I can't do anything right,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q231,"When I do a job, I do it well",Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q232,I feel that my life is not very useful,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q233,I am unlucky,Almost always true / Often true / Sometimes true / Not often true / Never true
ALSPAC,1990,Q234,S/he felt miserable or unhappy,True / Sometimes true / Not true
ALSPAC,1990,Q235,S/he didn’t enjoy anything at all,True / Sometimes true / Not true
ALSPAC,1990,Q236,S/he felt so tired that s/he just sat around and did nothing,True / Sometimes true / Not true
ALSPAC,1990,Q237,S/he was very restless,True / Sometimes true / Not true
ALSPAC,1990,Q238,S/he felt s/he was no good any more,True / Sometimes true / Not true
ALSPAC,1990,Q239,S/he cried a lot,True / Sometimes true / Not true
ALSPAC,1990,Q240,S/he found it hard to think properly or concentrate,True / Sometimes true / Not true
ALSPAC,1990,Q241,S/he hated herself/himself,True / Sometimes true / Not true
ALSPAC,1990,Q242,S/he felt s/he was a bad person,True / Sometimes true / Not true
ALSPAC,1990,Q243,S/he felt lonely,True / Sometimes true / Not true
ALSPAC,1990,Q244,S/he thought nobody really loved her,True / Sometimes true / Not true
ALSPAC,1990,Q245,S/he thought s/he could never be as good as other kids,True / Sometimes true / Not true
ALSPAC,1990,Q246,S/he felt s/he did everything wrong,True / Sometimes true / Not true
ALSPAC,1990,Q247,[How much do the following statements apply to your study child?],Not true / Quite or sometimes true / Very or often true
ALSPAC,1990,Q248,(Blue) Some children feel that they are very good at their school work / (Red) Other children worry about whether they can do the school work that they have been given,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q249,(Blue) Some children are often unhappy with themselves / (Red) Other children are pretty pleased with themselves,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q250,(Blue) Some children feel like they are just as clever as other children their age / (Red) Other children aren’t so sure and wonder if they are as clever,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q251,(Blue) Some children don’t like the way they are living their life / (Red) Other children do like the way they are living their life,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q252,(Blue) Some children are pretty slow in finishing their school work / (Red) Other children can do their school work quickly,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q253,(Blue) Some children are happy with themselves as a person / (Red) Other children are often not happy with themselves as a person,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q254,(Blue) Some children often forget what they learn / (Red) Other children can remember things easily,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q255,(Blue) Some children like the kind of person they are / (Red) Other children often wish they were someone else,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q256,(Blue) Some children do very well at their classwork / (Red) Other children don't do very well at their classwork,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q257,(Blue) Some children are very happy being the way they are / (Red) Other children wish they were different,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q258,(Blue) Some children have trouble working out the answers in school / (Red) Other children can almost always work out the answer,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q259,(Blue) Some children are not very happy with the way they do a lot of things / (Red) Other children think the way they do things is fine,"Blue, really true for me / Blue, sort of true for me / Red, really true for me / Red, sort of true for me"
ALSPAC,1990,Q260,Irritability/Negative Emotionality,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q261,Lability,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q262,Frustration tolerance,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q263,Hostility,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q264,Roughness,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q265,Resistance,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q266,Impulsivity/Distractibility,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q267,Restlessness,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q268,Impulsivity,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q269,Fleeting attention,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q270,Lacking persistence,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
ALSPAC,1990,Q271,Approach,Behaviour not characteristic of the child / Behaviour somewhat characteristic of the child / Behaviour characteristic of the child
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q1,Mother's forename only:,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q2,Infant's forename only:,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q3,Infant's date of birth,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q4,Date of interview,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q5,Interviewer,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q6,Was he/she breast fed after the age of 6 months?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q7,Are you still breast feeding?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q8,*What is the main reason for continuing to breast feed?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q9,How old was your baby when he/she last had a breast feed? ... mths ... wks ... days,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q10,or On what date did he/she last have a breast feed?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q11,In the past 4 weeks did he/she have any expressed breast milk?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q12,"Except for breast milk, has he/she had any other milk or formula in the past 6 months?",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q13,"How old was your baby when he/she started regularly having other milk or formula feeds from a bottle or cup, OR FOR MIXING WITH SOLIDS? ... mths ... wks ... days",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q14,or On what date did he/she start regularly having milk or formula feeds?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q15,Are you currently employed in paid work ?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q16,What is your current job? Job Position,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q17,What is your current job?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q18,What is your current job? Industry,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q19,How old was the baby when you went back to work? ... mths ... wks ... days,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q20,or on what date did you go back to work ?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q21,How many hours did you work over the last week ? ... hrs ... mins,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q22,Measurement Date,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q23,Subscapular skinfold: Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q24,Skinfold calipers used,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q25,Crown-rump length (infantometer): Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q26,Crown-heel length (left leg) (infantometer): Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q27,Minimum carriage reading ... mm,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q28,Anthropometer used,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q29,Baby weight (preferably nude) ... kg,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q30,Weight of any clothes / nappy ... kg,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q31,Time (24 hr clock),
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q32,Measurer,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q33,Helpers (Parent 90),
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q34,Occipito-frontal circumference: Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q35,Left mid-upper arm circumference (arm straight): Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q36,Chest circumference: Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q37,Abdominal circumference: Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q38,Triceps skinfold: Crying,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q39,Number of teeth,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q40,Position of teeth,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q41,How old was your baby when he/she cut his/her first tooth? ... mths ... wks ... days,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q42,or on what date did he/she cut his/her first tooth ?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q43,Is/are there any? Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q44,Is/are there any? Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q45,Trunk - back Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q46,Trunk - back Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q47,Trunk - front (chest & abdomen) Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q48,Trunk - front (chest & abdomen) Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q49,Legs - soles of feet Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q50,Legs - soles of feet Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q51,Legs - popliteal fossae (behind knees) Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q52,"Legs - popliteal fossae (behind knees) Legs - remainder of (ie. thighs, lower leg, dorsa feet) Birthmarks",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q53,"Legs - remainder of (ie. thighs, lower leg, dorsa feet) Eczema*",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q54,Nappy area (incl. nappy rash) Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q55,Nappy area (incl. nappy rash) Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q56,Scalp / Behind ears Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q57,Scalp / Behind ears Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q58,Face - cheeks & forehead Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q59,Face - cheeks & forehead Face - around the mouth Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q60,Face - around the mouth Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q61,Neck Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q62,Neck Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q63,Arms - palms of the hands Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q64,Arms - palms of the hands Birthmarks,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q65,Arms - antecubital fossae Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q66,"Arms - antecubital fossae Arms - remainder (backs of hands, forearms, upper arms) Arms - axillae Birthmarks",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q67,"Arms - remainder (backs of hands, forearms, upper arms) Eczema*",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q68,Arms - axillae Eczema*,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q69,Skin prick tester,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q70,*Did your baby eat any dried baby foods in the past 4 weeks?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q71,"During the past 4 weeks have you given him/her any vitamins or minerals, including iron and fluoride drops?",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q72,"*Did your baby eat any jars, tins or pots of baby foods in the past 4 weeks?",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q73,Yoghurt and fromage frais,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q74,What is the main type?,
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q75,"Is there anything else he/she has had to eat or drink 4 or more times (that is, about once a week or more) in the past 4 weeks that we have not already included?",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q76,"On average over the past 4 weeks, how many meals per week were given to your baby by someone other than yourself?",
UK.MRCLEU-UOS.SWS/420A7207-EEC6-4ADE-947A-3DDF6A2F8F0D,2000,Q77,*How many of the meals given by others were you able to include in the previous questions?,
